REGION_NAME	CHROMOSOME	START	STOP	LENGTH	BASES_PROBE_COVERAGE	FRAC_PROBE_COVERAGE	BASES_ESTIMATED_COVERAGE	FRAC_ESTIMATED_COVERAGE	BASES_W_NO_PROBE_COV	BASES_W_NO_PROBE_COV_DUE_TO_N	BASES_W_NO_PROBE_COV_DUE_TO_REPEATS	BASES_W_NO_EST_COV	BASES_W_NO_EST_COV_DUE_TO_N	BASES_W_NO_EST_COV_DUE_TO_REPEATS
gene_name=EGFR;ensemble_gene_id=ENSG00000146648;ensembl_transcript_id=ENST00000275493;exon_num=13	chr7	55229191	55229324	133	  133	 1.00	  133	 1.00	0	0	0	0	0	0
gene_name=EGFR;ensemble_gene_id=ENSG00000146648;ensembl_transcript_id=ENST00000275493;exon_num=14	chr7	55231425	55231516	91	   91	 1.00	   91	 1.00	0	0	0	0	0	0
gene_name=EGFR;ensemble_gene_id=ENSG00000146648;ensembl_transcript_id=ENST00000275493;exon_num=15	chr7	55232972	55233130	158	  158	 1.00	  158	 1.00	0	0	0	0	0	0
gene_name=EGFR;ensemble_gene_id=ENSG00000146648;ensembl_transcript_id=ENST00000275493;exon_num=16	chr7	55238867	55238906	39	   39	 1.00	   39	 1.00	0	0	0	0	0	0
gene_name=EGFR;ensemble_gene_id=ENSG00000146648;ensembl_transcript_id=ENST00000275493;exon_num=17	chr7	55240675	55240817	142	  142	 1.00	  142	 1.00	0	0	0	0	0	0
gene_name=EGFR;ensemble_gene_id=ENSG00000146648;ensembl_transcript_id=ENST00000275493;exon_num=18	chr7	55241613	55241736	123	  123	 1.00	  123	 1.00	0	0	0	0	0	0
gene_name=EGFR;ensemble_gene_id=ENSG00000146648;ensembl_transcript_id=ENST00000275493;exon_num=19	chr7	55242414	55242513	99	   99	 1.00	   99	 1.00	0	0	0	0	0	0
gene_name=EGFR;ensemble_gene_id=ENSG00000146648;ensembl_transcript_id=ENST00000275493;exon_num=20	chr7	55248985	55249171	186	  186	 1.00	  186	 1.00	0	0	0	0	0	0
gene_name=EGFR;ensemble_gene_id=ENSG00000146648;ensembl_transcript_id=ENST00000275493;exon_num=21	chr7	55259411	55259567	156	  156	 1.00	  156	 1.00	0	0	0	0	0	0
gene_name=EGFR;ensemble_gene_id=ENSG00000146648;ensembl_transcript_id=ENST00000275493;exon_num=22	chr7	55260458	55260534	76	   76	 1.00	   76	 1.00	0	0	0	0	0	0
gene_name=EGFR;ensemble_gene_id=ENSG00000146648;ensembl_transcript_id=ENST00000275493;exon_num=23	chr7	55266409	55266556	147	  147	 1.00	  147	 1.00	0	0	0	0	0	0
gene_name=EGFR;ensemble_gene_id=ENSG00000146648;ensembl_transcript_id=ENST00000275493;exon_num=24	chr7	55268008	55268106	98	   98	 1.00	   98	 1.00	0	0	0	0	0	0
gene_name=EGFR;ensemble_gene_id=ENSG00000146648;ensembl_transcript_id=ENST00000275493;exon_num=25	chr7	55268880	55269048	168	  168	 1.00	  168	 1.00	0	0	0	0	0	0
gene_name=EGFR;ensemble_gene_id=ENSG00000146648;ensembl_transcript_id=ENST00000275493;exon_num=26	chr7	55269427	55269475	48	   48	 1.00	   48	 1.00	0	0	0	0	0	0
gene_name=EGFR;ensemble_gene_id=ENSG00000146648;ensembl_transcript_id=ENST00000275493;exon_num=27	chr7	55270209	55270318	109	  109	 1.00	  109	 1.00	0	0	0	0	0	0
gene_name=EGFR;ensemble_gene_id=ENSG00000146648;ensembl_transcript_id=ENST00000275493;exon_num=28	chr7	55272948	55273310	362	  362	 1.00	  362	 1.00	0	0	0	0	0	0
gene_name=MET;ensemble_gene_id=ENSG00000105976;ensembl_transcript_id=ENST00000397752;exon_num=2	chr7	116339138	116340338	1200	 1200	 1.00	 1200	 1.00	0	0	0	0	0	0
gene_name=MET;ensemble_gene_id=ENSG00000105976;ensembl_transcript_id=ENST00000397752;exon_num=3	chr7	116371721	116371913	192	  192	 1.00	  192	 1.00	0	0	0	0	0	0
gene_name=MET;ensemble_gene_id=ENSG00000105976;ensembl_transcript_id=ENST00000397752;exon_num=4	chr7	116380003	116380138	135	  135	 1.00	  135	 1.00	0	0	0	0	0	0
gene_name=MET;ensemble_gene_id=ENSG00000105976;ensembl_transcript_id=ENST00000397752;exon_num=5	chr7	116380905	116381079	174	  174	 1.00	  174	 1.00	0	0	0	0	0	0
gene_name=MET;ensemble_gene_id=ENSG00000105976;ensembl_transcript_id=ENST00000397752;exon_num=6	chr7	116395408	116395569	161	  161	 1.00	  161	 1.00	0	0	0	0	0	0
gene_name=MET;ensemble_gene_id=ENSG00000105976;ensembl_transcript_id=ENST00000397752;exon_num=7	chr7	116397490	116397593	103	  103	 1.00	  103	 1.00	0	0	0	0	0	0
gene_name=MET;ensemble_gene_id=ENSG00000105976;ensembl_transcript_id=ENST00000397752;exon_num=8	chr7	116397691	116397828	137	  137	 1.00	  137	 1.00	0	0	0	0	0	0
gene_name=MET;ensemble_gene_id=ENSG00000105976;ensembl_transcript_id=ENST00000397752;exon_num=9	chr7	116398512	116398674	162	  162	 1.00	  162	 1.00	0	0	0	0	0	0
gene_name=MET;ensemble_gene_id=ENSG00000105976;ensembl_transcript_id=ENST00000397752;exon_num=10	chr7	116399444	116399544	100	  100	 1.00	  100	 1.00	0	0	0	0	0	0
gene_name=MET;ensemble_gene_id=ENSG00000105976;ensembl_transcript_id=ENST00000397752;exon_num=11	chr7	116403103	116403322	219	  219	 1.00	  219	 1.00	0	0	0	0	0	0
gene_name=MET;ensemble_gene_id=ENSG00000105976;ensembl_transcript_id=ENST00000397752;exon_num=12	chr7	116409698	116409845	147	  147	 1.00	  147	 1.00	0	0	0	0	0	0
gene_name=MET;ensemble_gene_id=ENSG00000105976;ensembl_transcript_id=ENST00000397752;exon_num=13;gene_name=MET;ensemble_gene_id=ENSG00000105976;ensembl_transcript_id=ENST00000397752;exon_num=14;gene_name=MET;ensemble_gene_id=ENSG00000105976;ensembl_transcript_id=ENST00000397752;exon_num=15;gene_name=MET;ensemble_gene_id=ENSG00000105976;ensembl_transcript_id=ENST00000397752;intron_num=13;gene_name=MET;ensemble_gene_id=ENSG00000105976;ensembl_transcript_id=ENST00000397752;intron_num=14	chr7	116411551	116415165	3614	 3599	 1.00	 3614	 1.00	15	0	0	0	0	0
gene_name=MET;ensemble_gene_id=ENSG00000105976;ensembl_transcript_id=ENST00000397752;exon_num=16	chr7	116417442	116417523	81	   81	 1.00	   81	 1.00	0	0	0	0	0	0
gene_name=MET;ensemble_gene_id=ENSG00000105976;ensembl_transcript_id=ENST00000397752;exon_num=17	chr7	116418829	116419011	182	  182	 1.00	  182	 1.00	0	0	0	0	0	0
gene_name=MET;ensemble_gene_id=ENSG00000105976;ensembl_transcript_id=ENST00000397752;exon_num=18	chr7	116422041	116422151	110	  110	 1.00	  110	 1.00	0	0	0	0	0	0
gene_name=MET;ensemble_gene_id=ENSG00000105976;ensembl_transcript_id=ENST00000397752;exon_num=19	chr7	116423357	116423523	166	  166	 1.00	  166	 1.00	0	0	0	0	0	0
gene_name=MET;ensemble_gene_id=ENSG00000105976;ensembl_transcript_id=ENST00000397752;exon_num=20	chr7	116435708	116435845	137	  137	 1.00	  137	 1.00	0	0	0	0	0	0
gene_name=MET;ensemble_gene_id=ENSG00000105976;ensembl_transcript_id=ENST00000397752;exon_num=21	chr7	116435940	116436178	238	  238	 1.00	  238	 1.00	0	0	0	0	0	0
gene_name=KIAA1549;ensemble_gene_id=ENSG00000122778;ensembl_transcript_id=ENST00000440172;exon_num=18	chr7	138529061	138529219	158	  158	 1.00	  158	 1.00	0	0	0	0	0	0
gene_name=KIAA1549;ensemble_gene_id=ENSG00000122778;ensembl_transcript_id=ENST00000440172;exon_num=17	chr7	138536968	138537015	47	   47	 1.00	   47	 1.00	0	0	0	0	0	0
gene_name=KIAA1549;ensemble_gene_id=ENSG00000122778;ensembl_transcript_id=ENST00000440172;exon_num=16	chr7	138545884	138546202	318	  318	 1.00	  318	 1.00	0	0	0	0	0	0
gene_name=KIAA1549;ensemble_gene_id=ENSG00000122778;ensembl_transcript_id=ENST00000440172;exon_num=15	chr7	138552720	138552874	154	  154	 1.00	  154	 1.00	0	0	0	0	0	0
gene_name=KIAA1549;ensemble_gene_id=ENSG00000122778;ensembl_transcript_id=ENST00000440172;exon_num=14	chr7	138554283	138554507	224	  224	 1.00	  224	 1.00	0	0	0	0	0	0
gene_name=KIAA1549;ensemble_gene_id=ENSG00000122778;ensembl_transcript_id=ENST00000440172;exon_num=13	chr7	138555902	138556108	206	  206	 1.00	  206	 1.00	0	0	0	0	0	0
gene_name=KIAA1549;ensemble_gene_id=ENSG00000122778;ensembl_transcript_id=ENST00000440172;exon_num=12	chr7	138564283	138564399	116	  116	 1.00	  116	 1.00	0	0	0	0	0	0
gene_name=BRAF;ensemble_gene_id=ENSG00000157764;ensembl_transcript_id=ENST00000288602;exon_num=15	chr7	140453074	140453193	119	  119	 1.00	  119	 1.00	0	0	0	0	0	0
gene_name=BRAF;ensemble_gene_id=ENSG00000157764;ensembl_transcript_id=ENST00000288602;exon_num=11	chr7	140481375	140481493	118	  118	 1.00	  118	 1.00	0	0	0	0	0	0
gene_name=BRAF;ensemble_gene_id=ENSG00000157764;ensembl_transcript_id=ENST00000288602;exon_num=10	chr7	140482820	140482957	137	  137	 1.00	  137	 1.00	0	0	0	0	0	0
gene_name=BRAF;ensemble_gene_id=ENSG00000157764;ensembl_transcript_id=ENST00000288602;exon_num=9	chr7	140487347	140487384	37	   37	 1.00	   37	 1.00	0	0	0	0	0	0
gene_name=CDKN2A;ensemble_gene_id=ENSG00000147889;ensembl_transcript_id=ENST00000304494;exon_num=3	chr9	21968227	21968241	14	   14	 1.00	   14	 1.00	0	0	0	0	0	0
gene_name=CDKN2A;ensemble_gene_id=ENSG00000147889;ensembl_transcript_id=ENST00000304494;exon_num=2	chr9	21970900	21971207	307	  307	 1.00	  307	 1.00	0	0	0	0	0	0
gene_name=CDKN2A;ensemble_gene_id=ENSG00000147889;ensembl_transcript_id=ENST00000304494;exon_num=1	chr9	21974676	21974826	150	  150	 1.00	  150	 1.00	0	0	0	0	0	0
gene_name=RET;ensemble_gene_id=ENSG00000165731;ensembl_transcript_id=ENST00000355710;exon_num=1	chr10	43572706	43572779	73	   73	 1.00	   73	 1.00	0	0	0	0	0	0
gene_name=RET;ensemble_gene_id=ENSG00000165731;ensembl_transcript_id=ENST00000355710;exon_num=2	chr10	43595906	43596170	264	  264	 1.00	  264	 1.00	0	0	0	0	0	0
gene_name=RET;ensemble_gene_id=ENSG00000165731;ensembl_transcript_id=ENST00000355710;exon_num=3	chr10	43597789	43598077	288	  288	 1.00	  288	 1.00	0	0	0	0	0	0
gene_name=RET;ensemble_gene_id=ENSG00000165731;ensembl_transcript_id=ENST00000355710;exon_num=4	chr10	43600399	43600641	242	  242	 1.00	  242	 1.00	0	0	0	0	0	0
gene_name=RET;ensemble_gene_id=ENSG00000165731;ensembl_transcript_id=ENST00000355710;exon_num=5	chr10	43601823	43602019	196	  196	 1.00	  196	 1.00	0	0	0	0	0	0
gene_name=RET;ensemble_gene_id=ENSG00000165731;ensembl_transcript_id=ENST00000355710;exon_num=6	chr10	43604478	43604678	200	  200	 1.00	  200	 1.00	0	0	0	0	0	0
gene_name=RET;ensemble_gene_id=ENSG00000165731;ensembl_transcript_id=ENST00000355710;exon_num=7	chr10	43606654	43606913	259	  259	 1.00	  259	 1.00	0	0	0	0	0	0
gene_name=RET;ensemble_gene_id=ENSG00000165731;ensembl_transcript_id=ENST00000355710;exon_num=8	chr10	43607546	43607672	126	  126	 1.00	  126	 1.00	0	0	0	0	0	0
gene_name=RET;ensemble_gene_id=ENSG00000165731;ensembl_transcript_id=ENST00000355710;exon_num=9	chr10	43608300	43608411	111	  111	 1.00	  111	 1.00	0	0	0	0	0	0
gene_name=RET;ensemble_gene_id=ENSG00000165731;ensembl_transcript_id=ENST00000355710;exon_num=10	chr10	43609003	43609123	120	  120	 1.00	  120	 1.00	0	0	0	0	0	0
gene_name=RET;ensemble_gene_id=ENSG00000165731;ensembl_transcript_id=ENST00000355710;exon_num=11;gene_name=RET;ensemble_gene_id=ENSG00000165731;ensembl_transcript_id=ENST00000355710;exon_num=12;gene_name=RET;ensemble_gene_id=ENSG00000165731;ensembl_transcript_id=ENST00000355710;intron_num=11	chr10	43609927	43612179	2252	 2252	 1.00	 2252	 1.00	0	0	0	0	0	0
gene_name=RET;ensemble_gene_id=ENSG00000165731;ensembl_transcript_id=ENST00000355710;exon_num=13	chr10	43613820	43613928	108	  108	 1.00	  108	 1.00	0	0	0	0	0	0
gene_name=RET;ensemble_gene_id=ENSG00000165731;ensembl_transcript_id=ENST00000355710;exon_num=14	chr10	43614978	43615193	215	  215	 1.00	  215	 1.00	0	0	0	0	0	0
gene_name=RET;ensemble_gene_id=ENSG00000165731;ensembl_transcript_id=ENST00000355710;exon_num=15	chr10	43615528	43615651	123	  123	 1.00	  123	 1.00	0	0	0	0	0	0
gene_name=RET;ensemble_gene_id=ENSG00000165731;ensembl_transcript_id=ENST00000355710;exon_num=16	chr10	43617393	43617464	71	   71	 1.00	   71	 1.00	0	0	0	0	0	0
gene_name=RET;ensemble_gene_id=ENSG00000165731;ensembl_transcript_id=ENST00000355710;exon_num=17	chr10	43619118	43619256	138	  138	 1.00	  138	 1.00	0	0	0	0	0	0
gene_name=RET;ensemble_gene_id=ENSG00000165731;ensembl_transcript_id=ENST00000355710;exon_num=18	chr10	43620330	43620430	100	  100	 1.00	  100	 1.00	0	0	0	0	0	0
gene_name=RET;ensemble_gene_id=ENSG00000165731;ensembl_transcript_id=ENST00000355710;exon_num=19	chr10	43622022	43622170	148	  148	 1.00	  148	 1.00	0	0	0	0	0	0
gene_name=RET;ensemble_gene_id=ENSG00000165731;ensembl_transcript_id=ENST00000355710;exon_num=20	chr10	43623559	43623717	158	  158	 1.00	  158	 1.00	0	0	0	0	0	0
gene_name=PTEN;ensemble_gene_id=ENSG00000171862;ensembl_transcript_id=ENST00000371953;exon_num=1	chr10	89624226	89624305	79	   79	 1.00	   79	 1.00	0	0	0	0	0	0
gene_name=PTEN;ensemble_gene_id=ENSG00000171862;ensembl_transcript_id=ENST00000371953;exon_num=2	chr10	89653781	89653866	85	   85	 1.00	   85	 1.00	0	0	0	0	0	0
gene_name=PTEN;ensemble_gene_id=ENSG00000171862;ensembl_transcript_id=ENST00000371953;exon_num=3	chr10	89685269	89685314	45	   45	 1.00	   45	 1.00	0	0	0	0	0	0
gene_name=PTEN;ensemble_gene_id=ENSG00000171862;ensembl_transcript_id=ENST00000371953;exon_num=4	chr10	89690802	89690846	44	   44	 1.00	   44	 1.00	0	0	0	0	0	0
gene_name=PTEN;ensemble_gene_id=ENSG00000171862;ensembl_transcript_id=ENST00000371953;exon_num=5	chr10	89692769	89693008	239	  239	 1.00	  239	 1.00	0	0	0	0	0	0
gene_name=PTEN;ensemble_gene_id=ENSG00000171862;ensembl_transcript_id=ENST00000371953;exon_num=6	chr10	89711874	89712016	142	  142	 1.00	  142	 1.00	0	0	0	0	0	0
gene_name=PTEN;ensemble_gene_id=ENSG00000171862;ensembl_transcript_id=ENST00000371953;exon_num=7	chr10	89717609	89717776	167	  167	 1.00	  167	 1.00	0	0	0	0	0	0
gene_name=PTEN;ensemble_gene_id=ENSG00000171862;ensembl_transcript_id=ENST00000371953;exon_num=8	chr10	89720650	89720875	225	  225	 1.00	  225	 1.00	0	0	0	0	0	0
gene_name=PTEN;ensemble_gene_id=ENSG00000171862;ensembl_transcript_id=ENST00000371953;exon_num=9	chr10	89725043	89725229	186	  186	 1.00	  186	 1.00	0	0	0	0	0	0
gene_name=HRAS;ensemble_gene_id=ENSG00000174775;ensembl_transcript_id=ENST00000451590;exon_num=3	chr11	533765	533944	179	  179	 1.00	  179	 1.00	0	0	0	0	0	0
gene_name=HRAS;ensemble_gene_id=ENSG00000174775;ensembl_transcript_id=ENST00000451590;exon_num=2	chr11	534211	534322	111	  111	 1.00	  111	 1.00	0	0	0	0	0	0
gene_name=KRAS;ensemble_gene_id=ENSG00000133703;ensembl_transcript_id=ENST00000256078;exon_num=4	chr12	25378547	25378707	160	  160	 1.00	  160	 1.00	0	0	0	0	0	0
gene_name=KRAS;ensemble_gene_id=ENSG00000133703;ensembl_transcript_id=ENST00000256078;exon_num=3	chr12	25380167	25380346	179	  179	 1.00	  179	 1.00	0	0	0	0	0	0
gene_name=KRAS;ensemble_gene_id=ENSG00000133703;ensembl_transcript_id=ENST00000256078;exon_num=2	chr12	25398207	25398318	111	  111	 1.00	  111	 1.00	0	0	0	0	0	0
gene_name=BRCA2;ensemble_gene_id=ENSG00000139618;ensembl_transcript_id=ENST00000544455;exon_num=2	chr13	32890597	32890664	67	   67	 1.00	   67	 1.00	0	0	0	0	0	0
gene_name=BRCA2;ensemble_gene_id=ENSG00000139618;ensembl_transcript_id=ENST00000544455;exon_num=3	chr13	32893213	32893462	249	  249	 1.00	  249	 1.00	0	0	0	0	0	0
gene_name=BRCA2;ensemble_gene_id=ENSG00000139618;ensembl_transcript_id=ENST00000544455;exon_num=4	chr13	32899212	32899321	109	  109	 1.00	  109	 1.00	0	0	0	0	0	0
gene_name=BRCA2;ensemble_gene_id=ENSG00000139618;ensembl_transcript_id=ENST00000544455;exon_num=5	chr13	32900237	32900287	50	   50	 1.00	   50	 1.00	0	0	0	0	0	0
gene_name=BRCA2;ensemble_gene_id=ENSG00000139618;ensembl_transcript_id=ENST00000544455;exon_num=6	chr13	32900378	32900419	41	   41	 1.00	   41	 1.00	0	0	0	0	0	0
gene_name=BRCA2;ensemble_gene_id=ENSG00000139618;ensembl_transcript_id=ENST00000544455;exon_num=7	chr13	32900635	32900750	115	  115	 1.00	  115	 1.00	0	0	0	0	0	0
gene_name=BRCA2;ensemble_gene_id=ENSG00000139618;ensembl_transcript_id=ENST00000544455;exon_num=8	chr13	32903579	32903629	50	   50	 1.00	   50	 1.00	0	0	0	0	0	0
gene_name=BRCA2;ensemble_gene_id=ENSG00000139618;ensembl_transcript_id=ENST00000544455;exon_num=9	chr13	32905055	32905167	112	  112	 1.00	  112	 1.00	0	0	0	0	0	0
gene_name=BRCA2;ensemble_gene_id=ENSG00000139618;ensembl_transcript_id=ENST00000544455;exon_num=10	chr13	32906408	32907524	1116	 1116	 1.00	 1116	 1.00	0	0	0	0	0	0
gene_name=BRCA2;ensemble_gene_id=ENSG00000139618;ensembl_transcript_id=ENST00000544455;exon_num=11	chr13	32910401	32915333	4932	 4932	 1.00	 4932	 1.00	0	0	0	0	0	0
gene_name=BRCA2;ensemble_gene_id=ENSG00000139618;ensembl_transcript_id=ENST00000544455;exon_num=12	chr13	32918694	32918790	96	   96	 1.00	   96	 1.00	0	0	0	0	0	0
gene_name=BRCA2;ensemble_gene_id=ENSG00000139618;ensembl_transcript_id=ENST00000544455;exon_num=13	chr13	32920963	32921033	70	   70	 1.00	   70	 1.00	0	0	0	0	0	0
gene_name=BRCA2;ensemble_gene_id=ENSG00000139618;ensembl_transcript_id=ENST00000544455;exon_num=14	chr13	32928997	32929425	428	  428	 1.00	  428	 1.00	0	0	0	0	0	0
gene_name=BRCA2;ensemble_gene_id=ENSG00000139618;ensembl_transcript_id=ENST00000544455;exon_num=15	chr13	32930564	32930746	182	  182	 1.00	  182	 1.00	0	0	0	0	0	0
gene_name=BRCA2;ensemble_gene_id=ENSG00000139618;ensembl_transcript_id=ENST00000544455;exon_num=16	chr13	32931878	32932066	188	  188	 1.00	  188	 1.00	0	0	0	0	0	0
gene_name=BRCA2;ensemble_gene_id=ENSG00000139618;ensembl_transcript_id=ENST00000544455;exon_num=17	chr13	32936659	32936830	171	  171	 1.00	  171	 1.00	0	0	0	0	0	0
gene_name=BRCA2;ensemble_gene_id=ENSG00000139618;ensembl_transcript_id=ENST00000544455;exon_num=18	chr13	32937315	32937670	355	  355	 1.00	  355	 1.00	0	0	0	0	0	0
gene_name=BRCA2;ensemble_gene_id=ENSG00000139618;ensembl_transcript_id=ENST00000544455;exon_num=19	chr13	32944538	32944694	156	  156	 1.00	  156	 1.00	0	0	0	0	0	0
gene_name=BRCA2;ensemble_gene_id=ENSG00000139618;ensembl_transcript_id=ENST00000544455;exon_num=20	chr13	32945092	32945237	145	  145	 1.00	  145	 1.00	0	0	0	0	0	0
gene_name=BRCA2;ensemble_gene_id=ENSG00000139618;ensembl_transcript_id=ENST00000544455;exon_num=21	chr13	32950806	32950928	122	  122	 1.00	  122	 1.00	0	0	0	0	0	0
gene_name=BRCA2;ensemble_gene_id=ENSG00000139618;ensembl_transcript_id=ENST00000544455;exon_num=22	chr13	32953453	32953652	199	  199	 1.00	  199	 1.00	0	0	0	0	0	0
gene_name=BRCA2;ensemble_gene_id=ENSG00000139618;ensembl_transcript_id=ENST00000544455;exon_num=23	chr13	32953886	32954050	164	  164	 1.00	  164	 1.00	0	0	0	0	0	0
gene_name=BRCA2;ensemble_gene_id=ENSG00000139618;ensembl_transcript_id=ENST00000544455;exon_num=24	chr13	32954143	32954282	139	  139	 1.00	  139	 1.00	0	0	0	0	0	0
gene_name=BRCA2;ensemble_gene_id=ENSG00000139618;ensembl_transcript_id=ENST00000544455;exon_num=25	chr13	32968825	32969070	245	  245	 1.00	  245	 1.00	0	0	0	0	0	0
gene_name=BRCA2;ensemble_gene_id=ENSG00000139618;ensembl_transcript_id=ENST00000544455;exon_num=26	chr13	32971034	32971181	147	  147	 1.00	  147	 1.00	0	0	0	0	0	0
gene_name=BRCA2;ensemble_gene_id=ENSG00000139618;ensembl_transcript_id=ENST00000544455;exon_num=27	chr13	32972298	32972907	609	  609	 1.00	  609	 1.00	0	0	0	0	0	0
gene_name=IDH2;ensemble_gene_id=ENSG00000182054;ensembl_transcript_id=ENST00000330062;exon_num=5	chr15	90631590	90631734	144	  144	 1.00	  144	 1.00	0	0	0	0	0	0
gene_name=TP53;ensemble_gene_id=ENSG00000141510;ensembl_transcript_id=ENST00000269305;exon_num=11	chr17	7572926	7573008	82	   82	 1.00	   82	 1.00	0	0	0	0	0	0
gene_name=TP53;ensemble_gene_id=ENSG00000141510;ensembl_transcript_id=ENST00000269305;exon_num=10	chr17	7573926	7574033	107	  107	 1.00	  107	 1.00	0	0	0	0	0	0
gene_name=TP53;ensemble_gene_id=ENSG00000141510;ensembl_transcript_id=ENST00000269305;exon_num=9	chr17	7576852	7576926	74	   74	 1.00	   74	 1.00	0	0	0	0	0	0
gene_name=TP53;ensemble_gene_id=ENSG00000141510;ensembl_transcript_id=ENST00000269305;exon_num=8	chr17	7577018	7577155	137	  137	 1.00	  137	 1.00	0	0	0	0	0	0
gene_name=TP53;ensemble_gene_id=ENSG00000141510;ensembl_transcript_id=ENST00000269305;exon_num=7	chr17	7577498	7577608	110	  110	 1.00	  110	 1.00	0	0	0	0	0	0
gene_name=TP53;ensemble_gene_id=ENSG00000141510;ensembl_transcript_id=ENST00000269305;exon_num=6	chr17	7578176	7578289	113	  113	 1.00	  113	 1.00	0	0	0	0	0	0
gene_name=TP53;ensemble_gene_id=ENSG00000141510;ensembl_transcript_id=ENST00000269305;exon_num=5	chr17	7578370	7578554	184	  184	 1.00	  184	 1.00	0	0	0	0	0	0
gene_name=TP53;ensemble_gene_id=ENSG00000141510;ensembl_transcript_id=ENST00000269305;exon_num=4	chr17	7579311	7579590	279	  279	 1.00	  279	 1.00	0	0	0	0	0	0
gene_name=TP53;ensemble_gene_id=ENSG00000141510;ensembl_transcript_id=ENST00000269305;exon_num=3	chr17	7579699	7579721	22	   22	 1.00	   22	 1.00	0	0	0	0	0	0
gene_name=TP53;ensemble_gene_id=ENSG00000141510;ensembl_transcript_id=ENST00000269305;exon_num=2	chr17	7579838	7579912	74	   74	 1.00	   74	 1.00	0	0	0	0	0	0
gene_name=ERBB2;ensemble_gene_id=ENSG00000141736;ensembl_transcript_id=ENST00000540147;exon_num=2	chr17	37863259	37863394	135	  135	 1.00	  135	 1.00	0	0	0	0	0	0
gene_name=ERBB2;ensemble_gene_id=ENSG00000141736;ensembl_transcript_id=ENST00000540147;exon_num=3	chr17	37864573	37864787	214	  214	 1.00	  214	 1.00	0	0	0	0	0	0
gene_name=ERBB2;ensemble_gene_id=ENSG00000141736;ensembl_transcript_id=ENST00000540147;exon_num=4	chr17	37865570	37865705	135	  135	 1.00	  135	 1.00	0	0	0	0	0	0
gene_name=ERBB2;ensemble_gene_id=ENSG00000141736;ensembl_transcript_id=ENST00000540147;exon_num=5	chr17	37866065	37866134	69	   69	 1.00	   69	 1.00	0	0	0	0	0	0
gene_name=ERBB2;ensemble_gene_id=ENSG00000141736;ensembl_transcript_id=ENST00000540147;exon_num=6	chr17	37866338	37866454	116	  116	 1.00	  116	 1.00	0	0	0	0	0	0
gene_name=ERBB2;ensemble_gene_id=ENSG00000141736;ensembl_transcript_id=ENST00000540147;exon_num=7	chr17	37866592	37866734	142	  142	 1.00	  142	 1.00	0	0	0	0	0	0
gene_name=ERBB2;ensemble_gene_id=ENSG00000141736;ensembl_transcript_id=ENST00000540147;exon_num=8	chr17	37868180	37868300	120	  120	 1.00	  120	 1.00	0	0	0	0	0	0
gene_name=ERBB2;ensemble_gene_id=ENSG00000141736;ensembl_transcript_id=ENST00000540147;exon_num=9	chr17	37868574	37868701	127	  127	 1.00	  127	 1.00	0	0	0	0	0	0
gene_name=ERBB2;ensemble_gene_id=ENSG00000141736;ensembl_transcript_id=ENST00000540147;exon_num=10	chr17	37871538	37871612	74	   74	 1.00	   74	 1.00	0	0	0	0	0	0
gene_name=ERBB2;ensemble_gene_id=ENSG00000141736;ensembl_transcript_id=ENST00000540147;exon_num=11	chr17	37871698	37871789	91	   91	 1.00	   91	 1.00	0	0	0	0	0	0
gene_name=ERBB2;ensemble_gene_id=ENSG00000141736;ensembl_transcript_id=ENST00000540147;exon_num=12	chr17	37871992	37872192	200	  200	 1.00	  200	 1.00	0	0	0	0	0	0
gene_name=ERBB2;ensemble_gene_id=ENSG00000141736;ensembl_transcript_id=ENST00000540147;exon_num=13	chr17	37872553	37872686	133	  133	 1.00	  133	 1.00	0	0	0	0	0	0
gene_name=ERBB2;ensemble_gene_id=ENSG00000141736;ensembl_transcript_id=ENST00000540147;exon_num=14	chr17	37872767	37872858	91	   91	 1.00	   91	 1.00	0	0	0	0	0	0
gene_name=ERBB2;ensemble_gene_id=ENSG00000141736;ensembl_transcript_id=ENST00000540147;exon_num=15	chr17	37873572	37873733	161	  161	 1.00	  161	 1.00	0	0	0	0	0	0
gene_name=ERBB2;ensemble_gene_id=ENSG00000141736;ensembl_transcript_id=ENST00000540147;exon_num=16	chr17	37876039	37876087	48	   48	 1.00	   48	 1.00	0	0	0	0	0	0
gene_name=ERBB2;ensemble_gene_id=ENSG00000141736;ensembl_transcript_id=ENST00000540147;exon_num=17	chr17	37879571	37879710	139	  139	 1.00	  139	 1.00	0	0	0	0	0	0
gene_name=ERBB2;ensemble_gene_id=ENSG00000141736;ensembl_transcript_id=ENST00000540147;exon_num=18	chr17	37879790	37879913	123	  123	 1.00	  123	 1.00	0	0	0	0	0	0
gene_name=ERBB2;ensemble_gene_id=ENSG00000141736;ensembl_transcript_id=ENST00000540147;exon_num=19	chr17	37880164	37880263	99	   99	 1.00	   99	 1.00	0	0	0	0	0	0
gene_name=ERBB2;ensemble_gene_id=ENSG00000141736;ensembl_transcript_id=ENST00000540147;exon_num=20	chr17	37880978	37881164	186	  186	 1.00	  186	 1.00	0	0	0	0	0	0
gene_name=ERBB2;ensemble_gene_id=ENSG00000141736;ensembl_transcript_id=ENST00000540147;exon_num=21	chr17	37881301	37881457	156	  156	 1.00	  156	 1.00	0	0	0	0	0	0
